Date,tesla,tsmc,nvidia,intel,amd,qualcom
6/9/2018,56.189999,44.049999,272.720001,47.259998,27.84,70.360001
7/9/2018,52.647999,44.880001,271.859985,46.450001,27.379999,70.379997
10/9/2018,57.099998,44.619999,274.730011,46.299999,29.889999,72.32
11/9/2018,55.888,44.549999,272.799988,44.93,30.1,72.510002
12/9/2018,58.108002,43.939999,268.200012,44.93,32.209999,71.75
13/9/2018,57.891998,43.43,271.339996,45.57,30.48,74.610001
14/9/2018,59.040001,44.41,276.429993,45.540001,32.720001,75.089996
17/9/2018,58.967999,43.759998,273.929993,45.419998,32.43,73.239998
18/9/2018,56.992001,43.560001,271.019989,46.099998,31.93,74.720001
19/9/2018,59.804001,44.02,271.980011,46.150002,31.209999,74.059998
20/9/2018,59.666,44.169998,266.279999,47.200001,31.18,74.599998
21/9/2018,59.82,44.060001,263.450012,46.66,31.02,73.699997
24/9/2018,59.936001,44.889999,265.700012,46.91,32.610001,73.580002
25/9/2018,60.198002,44.169998,268.410004,45.91,32.57,72.739998
26/9/2018,61.916,44.27,266.920013,45.700001,32.189999,71.760002
27/9/2018,61.504002,44.759998,267.399994,45.880001,32.59,71.709999
28/9/2018,52.953999,44.16,281.019989,47.290001,30.889999,72.029999
1/10/2018,62.139999,44.66,289.359985,46.450001,31.42,72.599998
2/10/2018,60.203999,43.619999,286.480011,48.099998,29.02,73.349998
3/10/2018,58.959999,43.959999,286.730011,48.759998,28.43,72.639999
4/10/2018,56.366001,42.43,279.290009,48.130001,27.780001,72.379997
5/10/2018,52.389999,41.630001,269.859985,47.029999,27.35,71.209999
8/10/2018,50.112,40.959999,265.769989,47.029999,26.459999,70.93
9/10/2018,52.560001,40.900002,265.540009,46.549999,27.24,70.129997
10/10/2018,51.375999,39.349998,245.690002,44.799999,25,66.730003
11/10/2018,50.445999,38.939999,235.130005,44.23,25.299999,64.290001
12/10/2018,51.756001,39.66,246.539993,44.880001,26.34,64.290001
15/10/2018,51.917999,38.75,235.380005,44.529999,26.26,64.169998
16/10/2018,55.318001,40.009998,245.830002,45.939999,28.18,66.120003
17/10/2018,54.355999,39.57,243.059998,45.889999,27.299999,66.099998
18/10/2018,52.782001,38.540001,239.529999,44.970001,26.620001,65.150002
19/10/2018,52,38.450001,229.169998,44,23.66,65.360001
22/10/2018,52.189999,38.720001,231.220001,45.009998,25.030001,66.120003
23/10/2018,58.827999,38,221.059998,44.5,25.09,66.379997
24/10/2018,57.700001,36.48,199.410004,42.419998,22.790001,62.619999
25/10/2018,62.972,37.389999,207.839996,44.310001,19.27,63.200001
26/10/2018,66.18,36.669998,198.289993,45.689999,17.629999,62.48
29/10/2018,66.970001,36.330002,185.619995,45.400002,16.85,62.169998
30/10/2018,65.980003,37.779999,203,47.759998,17.200001,63.18
31/10/2018,67.463997,38.099998,210.830002,46.880001,18.209999,62.889999
1/11/2018,68.856003,39.049999,218.110001,48.220001,20.219999,63.709999
2/11/2018,69.281998,38.779999,214.919998,47.110001,20.23,63.330002
5/11/2018,68.279999,38.48,211.770004,47.970001,19.9,63.470001
6/11/2018,68.211998,38.73,211.059998,47.25,20.68,63.630001
7/11/2018,69.632004,39.18,213.789993,48.720001,21.84,63.209999
8/11/2018,70.279999,38.700001,205.990005,48.990002,21.200001,58.049999
9/11/2018,70.101997,38.07,205.669998,48.110001,21.030001,56.720001
12/11/2018,66.255997,37.060001,189.539993,46.650002,19.030001,54.490002
13/11/2018,67.746002,37.400002,199.309998,47.389999,19.610001,54.16
14/11/2018,68.800003,37.84,197.190002,47.09,20.809999,53.939999
15/11/2018,69.688004,38.52,202.389999,48.110001,21.49,55.389999
16/11/2018,70.862,36.869999,164.429993,48.830002,20.66,55.880001
19/11/2018,70.694,36.049999,144.699997,48,19.110001,54.900002
20/11/2018,69.498001,35.639999,149.080002,47.389999,19.209999,54.919998
21/11/2018,67.638,36.169998,144.710007,47.029999,18.73,55.27
23/11/2018,65.166,35.959999,145,46.540001,19.379999,55.25
26/11/2018,69.199997,36.84,153.050003,47.450001,20.08,55.73
27/11/2018,68.783997,36.799999,153.729996,48.07,21.049999,55.57
28/11/2018,69.573997,38.009998,160.070007,48.860001,21.34,56.650002
29/11/2018,68.234001,37.93,157.360001,47.700001,21.43,58.110001
30/11/2018,70.096001,37.59,163.429993,49.310001,21.299999,58.259998
3/12/2018,71.697998,38.73,170.039993,50.130001,23.709999,59.139999
4/12/2018,71.940002,37.439999,157.110001,47.75,21.120001,57.73
6/12/2018,72.612,36.860001,158.289993,48.369999,21.299999,57.110001
7/12/2018,71.594002,36.52,147.610001,46.240002,19.459999,55.990002
10/12/2018,73.029999,36.43,151.860001,47.209999,19.99,57.240002
11/12/2018,73.351997,36.700001,148.190002,47.380001,19.98,57.349998
12/12/2018,73.32,37.380001,148.899994,47.830002,20.48,57.720001
13/12/2018,75.358002,37.330002,148.889999,48.290001,19.860001,58.09
14/12/2018,73.141998,36.529999,146.449997,47.860001,19.9,57.619999
17/12/2018,69.683998,36.220001,143.580002,47.080002,18.83,57
18/12/2018,67.405998,36.759998,146.940002,47.740002,19.5,57.779999
19/12/2018,66.594002,36.23,138.509995,45.57,18.16,56.689999
20/12/2018,63.076,35.880001,135.100006,45.540001,17.940001,56.369999
21/12/2018,63.953999,35.709999,129.570007,44.84,16.93,54.849998
24/12/2018,59.077999,35.290001,127.080002,43.59,16.65,53.650002
26/12/2018,65.218002,36.759998,133.100006,46.189999,17.9,55.959999
27/12/2018,63.226002,36.779999,131.169998,46.360001,17.49,56.09
28/12/2018,66.774002,37.139999,133.649994,46.75,17.82,56.810001
31/12/2018,66.559998,36.91,133.5,46.93,18.459999,56.91
2/1/2019,62.023998,36.52,136.220001,47.080002,18.83,57.400002
3/1/2019,60.071999,34.360001,127.989998,44.490002,17.049999,55.700001
4/1/2019,63.537998,34.970001,136.190002,47.220001,19,56.599998
7/1/2019,66.991997,35.23,143.399994,47.439999,20.57,56.439999
8/1/2019,67.07,34.939999,139.830002,47.740002,20.75,55.950001
9/1/2019,67.706001,35.610001,142.580002,48.009998,20.190001,56.610001
10/1/2019,68.994003,36.419998,145.229996,48.560001,19.74,56.799999
11/1/2019,69.452003,36.610001,148.830002,48.93,20.27,57.5
14/1/2019,66.879997,35.759998,150.440002,48.349998,20.23,57.299999
15/1/2019,68.886002,36.040001,149.869995,48.599998,20.379999,55.73
16/1/2019,69.209999,35.639999,148.839996,48.130001,19.73,55.27
17/1/2019,69.461998,36.290001,151.720001,48.470001,20.25,54.77
18/1/2019,60.452,36.84,156.929993,49.189999,20.77,55.27
22/1/2019,59.784,36.369999,148.770004,48.27,19.76,54.290001
23/1/2019,57.518002,36.490002,149.289993,47.939999,19.799999,51.77
24/1/2019,58.301998,37.639999,157.839996,49.759998,20.85,50.810001
25/1/2019,59.408001,38.139999,160.149994,47.040001,21.93,51.299999
28/1/2019,59.276001,37.439999,138.009995,46.709999,20.18,50.639999
29/1/2019,59.492001,36.330002,131.600006,46.540001,19.25,49.400002
30/1/2019,61.754002,37.380001,137.389999,47.540001,23.09,50.169998
31/1/2019,61.403999,37.619999,143.75,47.119999,24.41,49.52
1/2/2019,62.442001,37.57,144.729996,48.73,24.51,49.610001
4/2/2019,62.577999,37.939999,149.179993,49.220001,24.129999,49.689999
5/2/2019,64.269997,38.25,149.949997,50.009998,23.309999,50.73
6/2/2019,63.444,38.740002,153,49.900002,23.26,51.099998
7/2/2019,61.501999,38.119999,147.419998,49.23,22.67,50.549999
8/2/2019,61.16,37.790001,148.169998,48.84,23.049999,50.290001
11/2/2019,62.568001,38.290001,146.449997,48.77,22.959999,50.830002
12/2/2019,62.362,38.639999,151.169998,50.009998,22.82,51.66
13/2/2019,61.633999,38.130001,152.880005,50.470001,22.85,51.59
14/2/2019,60.754002,38.060001,154.529999,50.810001,23.129999,51.57
15/2/2019,61.576,38.09,157.339996,51.66,23.68,51.98
19/2/2019,61.127998,38.459999,156.639999,51.400002,23.950001,52.009998
20/2/2019,60.512001,39,158.550003,51.389999,23.950001,52.450001
21/2/2019,58.245998,38.98,155.770004,51.41,23.92,52.349998
22/2/2019,58.942001,39.389999,159.190002,52.490002,24.360001,53.119999
25/2/2019,59.754002,39.580002,158.690002,53.099998,24.709999,52.990002
26/2/2019,59.571999,39.599998,157.100006,53.23,24.209999,53.029999
27/2/2019,62.948002,39.450001,155.410004,53.240002,23.48,53.040001
28/2/2019,63.976002,39.049999,154.259995,52.959999,23.530001,53.389999
1/3/2019,58.958,39.389999,156.449997,53.299999,23.68,54.200001
4/3/2019,57.071999,39.150002,156.779999,53.939999,23.370001,53.779999
5/3/2019,55.307999,39.02,156.520004,53.68,23.5,53.939999
6/3/2019,55.248001,38.790001,152.050003,52.950001,22.41,54.799999
7/3/2019,55.318001,38.630001,149.259995,52.599998,22.08,54.029999
8/3/2019,56.827999,38.200001,150.639999,52.48,22.01,53.529999
11/3/2019,58.183998,38.639999,161.139999,53.349998,22.959999,54.349998
12/3/2019,56.672001,38.900002,162.520004,53.57,23.49,54.84
13/3/2019,57.792,39.209999,168.619995,54.369999,23.379999,55.389999
14/3/2019,57.992001,38.82,165.559998,53.439999,22.82,55.400002
15/3/2019,55.085999,39.650002,169.809998,54.330002,23.290001,56.599998
18/3/2019,53.897999,39.849998,168.949997,54.099998,23.25,56.830002
19/3/2019,53.493999,39.759998,175.710007,54.169998,26,56.970001
20/3/2019,54.720001,39.849998,174.399994,53.82,25.700001,57.16
21/3/2019,54.804001,41.040001,183.940002,54.639999,27.889999,57.77
22/3/2019,52.905998,40.43,177.5,53.259998,26.370001,56.82
25/3/2019,52.084,39.919998,173.779999,52.779999,25.969999,56.639999
26/3/2019,53.554001,40.400002,176.869995,53.439999,25.690001,58
27/3/2019,54.966,40.200001,176.5,53.16,24.889999,56.91
28/3/2019,55.723999,40.34,177.25,53.110001,25.059999,56.549999
29/3/2019,55.972,40.959999,179.559998,53.700001,25.52,57.029999
1/4/2019,57.835999,41.369999,182.279999,54.509998,26.360001,57.810001
2/4/2019,57.175999,41.27,183,54.360001,26.75,58.09
3/4/2019,58.362,41.790001,188.619995,55.48,29.02,57.68
4/4/2019,53.556,42.040001,188.259995,55.919998,29.09,57.860001
5/4/2019,54.992001,42.23,190.949997,55.599998,28.98,57.990002
8/4/2019,54.639999,42.389999,191.789993,55.68,28.530001,57.759998
9/4/2019,54.462002,42.209999,189.259995,55.32,27.24,57.439999
10/4/2019,55.212002,42.369999,192.100006,55.75,27.83,56.330002
11/4/2019,53.683998,42.099998,191.539993,55.799999,27.790001,55.900002
12/4/2019,53.540001,42.580002,190.009995,56.419998,27.85,56.950001
15/4/2019,53.276001,42.610001,184.699997,56.279999,27.33,57.18
16/4/2019,54.672001,43.009998,188.210007,56.709999,27.93,70.449997
17/4/2019,54.245998,44.389999,187.289993,58.560001,27.49,79.080002
18/4/2019,54.652,45.400002,186.300003,58.490002,27.68,79.889999
22/4/2019,52.549999,45.150002,188.470001,58.82,28.18,81.970001
23/4/2019,52.779999,45.419998,190.669998,58.779999,27.969999,86.720001
24/4/2019,51.731998,45.41,191.169998,58.720001,28.459999,86.830002
25/4/2019,49.526001,44.48,186.910004,57.610001,27.66,85.07
26/4/2019,47.028,43.939999,178.089996,52.43,27.879999,86.639999
29/4/2019,48.293999,43.830002,179.330002,51.110001,27.690001,87.25
30/4/2019,47.737999,43.82,181,51.040001,27.629999,86.129997
1/5/2019,46.801998,43.82,180.470001,50.759998,26.809999,86.370003
2/5/2019,48.82,44.400002,183.190002,50.549999,28.290001,87.139999
3/5/2019,51.006001,44.709999,183.009995,51.75,28.219999,89.290001
6/5/2019,51.068001,43.759998,179.850006,51.220001,27.42,88.25
7/5/2019,49.411999,43.759998,173.110001,50.48,26.66,85.199997
8/5/2019,48.967999,43.700001,173.919998,49.240002,27.09,84.540001
9/5/2019,48.396,43.25,170.190002,46.619999,27.209999,83.779999
10/5/2019,47.903999,42.830002,168.820007,46.200001,27.959999,85.839996
13/5/2019,45.402,40.990002,158.449997,44.759998,26.24,83.889999
14/5/2019,46.462002,41.970001,162.039993,45.169998,27.32,86.129997
15/5/2019,46.389999,41.970001,159.580002,45.619999,27.58,86.260002
16/5/2019,45.666,41.529999,160.190002,45.529999,28.01,82.809998
17/5/2019,42.206001,40.25,156.529999,44.889999,27.5,81.5
20/5/2019,41.071999,38.66,151.75,43.560001,26.68,76.620003
21/5/2019,41.015999,39.299999,155.059998,44.459999,27.35,77.75
22/5/2019,38.546001,38.900002,152.199997,44,27.41,69.309998
23/5/2019,39.098,38.07,147.320007,44.529999,26.360001,68.260002
24/5/2019,38.125999,38.200001,145.149994,44.57,26.440001,66.209999
28/5/2019,37.740002,37.650002,143.330002,43.57,29.049999,65.370003
29/5/2019,37.972,37.689999,140.339996,44.23,28.09,65.760002
30/5/2019,37.644001,38.040001,139.110001,44.73,28.030001,66.589996
31/5/2019,37.032001,38.349998,135.460007,44.040001,27.41,66.82
3/6/2019,35.793999,38.82,133.779999,43.459999,27.58,66.660004
4/6/2019,38.720001,39.060001,143,44.790001,29.57,68.449997
5/6/2019,39.318001,38.23,141.279999,44.549999,29.5,67.019997
6/6/2019,41.189999,38.439999,143.779999,45.099998,31.82,67.589996
7/6/2019,40.900002,38.82,145.5,46.029999,32.41,68.690002
10/6/2019,42.576,39.619999,148.429993,46.799999,33.23,70.540001
11/6/2019,43.419998,39.959999,150.75,46.849998,32.41,71.239998
12/6/2019,41.852001,39.459999,146.199997,46.32,32.18,69.589996
13/6/2019,42.782001,39.450001,148.259995,46.700001,31.389999,69.93
14/6/2019,42.984001,37.84,144.639999,46.189999,30.360001,68.720001
17/6/2019,45.006001,37.66,145.029999,46.130001,29.200001,69.110001
18/6/2019,44.948002,39.209999,152.880005,47.369999,30.450001,71.959999
19/6/2019,45.285999,39.400002,153.119995,47.07,30.5,71.800003
20/6/2019,43.924,40.509998,154.100006,47.189999,30.01,72.739998
21/6/2019,44.372002,40.52,151.759995,47.459999,29.1,72.720001
24/6/2019,44.728001,39.98,152.660004,47.630001,29.26,73.160004
25/6/2019,43.952,38.919998,151.479996,46.849998,28.860001,72.550003
26/6/2019,43.854,39.080002,159.259995,48.189999,29.92,74.949997
27/6/2019,44.568001,39.59,163.229996,47.459999,30.74,75.43
28/6/2019,44.692001,39.169998,164.229996,47.869999,30.370001,76.07
1/7/2019,45.433998,41.380001,166.169998,48.049999,31.200001,77.519997
2/7/2019,44.91,40.799999,162.229996,48.119999,31.24,77.010002
3/7/2019,46.98,40.330002,162.75,48.52,31.190001,76.629997
5/7/2019,46.619999,39.93,160.229996,48.080002,31.5,76.660004
8/7/2019,46.068001,39.32,157.210007,47.82,32.040001,76.629997
9/7/2019,46.012001,39.669998,157.309998,47.75,33.150002,76.550003
10/7/2019,47.784,40.709999,160.059998,48.209999,33.790001,74.360001
11/7/2019,47.720001,40.900002,166.279999,48.599998,33.060001,73.709999
12/7/2019,49.015999,41.23,167.610001,49.919998,33.209999,74.900002
15/7/2019,50.700001,41.82,167.270004,50.119999,34.389999,75.43
16/7/2019,50.476002,41.77,167.080002,49.169998,33.849998,75.669998
17/7/2019,50.972,41.630001,169.710007,49.389999,33.599998,75.760002
18/7/2019,50.708,43.189999,170.179993,49.939999,33,74.370003
19/7/2019,51.636002,43.830002,168.440002,50.27,32.509998,75
22/7/2019,51.136002,44.599998,171.320007,51.349998,32.849998,75.949997
23/7/2019,52.034,44.419998,175.660004,51.75,33.490002,74.120003
24/7/2019,52.976002,44.540001,178.660004,52.919998,34.110001,75.870003
25/7/2019,45.764,43.619999,173.380005,52.16,33.669998,75.349998
26/7/2019,45.608002,43.459999,175.070007,51.59,34.02,75.220001
29/7/2019,47.153999,43.939999,174.820007,52.509998,33.48,74.970001
30/7/2019,48.452,43.110001,175.449997,51.700001,33.869999,74.809998
31/7/2019,48.321999,42.630001,168.720001,50.549999,30.450001,73.160004
1/8/2019,46.77,41.869999,164.919998,49.5,29.860001,71.199997
2/8/2019,46.868,41.650002,161.190002,48.68,29.440001,71.150002
5/8/2019,45.664001,39.869999,150.789993,46.970001,27.99,68.800003
6/8/2019,46.150002,41.259998,152.350006,46.959999,28.860001,68.169998
7/8/2019,46.683998,41.259998,153.889999,46.73,29.190001,69.400002
8/8/2019,47.66,41.900002,158.259995,47.169998,33.919998,71.260002
9/8/2019,47.001999,41.41,154.179993,45.98,34.189999,71.5
12/8/2019,45.801998,40.959999,151.449997,45.599998,32.43,69.800003
13/8/2019,47,41.84,156.050003,46.84,32.110001,72.18
14/8/2019,43.924,40.43,150.070007,45.869999,30.24,70.879997
15/8/2019,43.127998,40.860001,148.770004,45.700001,29.67,71.160004
16/8/2019,43.987999,41.540001,159.559998,46.5,31.18,73.279999
19/8/2019,45.366001,41.779999,170.779999,47.23,31.48,74.870003
20/8/2019,45.172001,41.939999,167.869995,46.599998,30.719999,76.07
21/8/2019,44.166,42.580002,171.229996,47.150002,31.700001,76.699997
22/8/2019,44.43,42.130001,171.479996,46.779999,31.9,77.150002
23/8/2019,42.279999,40.950001,162.440002,44.959999,29.540001,73.519997
26/8/2019,43,41.34,165.449997,45.560001,30.280001,72.910004
27/8/2019,42.816002,41.349998,161.800003,45.790001,30.200001,73.970001
28/8/2019,43.118,41.650002,161.220001,45.790001,30.780001,74.349998
29/8/2019,44.341999,42.279999,167,46.869999,31.450001,76.449997
30/8/2019,45.122002,42.630001,167.509995,47.41,31.450001,77.769997
3/9/2019,45.001999,41.720001,164.169998,46.98,30.9,75.120003
4/9/2019,44.136002,43.150002,168.759995,48.919998,30.950001,77.089996
5/9/2019,45.916,44.240002,179.740005,50.099998,31.5,78.989998
6/9/2019,45.490002,43.709999,178.649994,50.919998,30.559999,78.839996
9/9/2019,46.358002,43.849998,180.5,51.59,30.5,78.209999
10/9/2019,47.108002,44.099998,183.179993,51.82,30.23,78.709999
11/9/2019,49.419998,44.220001,184.330002,52.790001,29.76,79.900002
12/9/2019,49.174,44.07,184.270004,53.009998,30.209999,79.080002
13/9/2019,49.040001,44.740002,181.940002,52.540001,30.690001,78.410004
16/9/2019,48.562,44.599998,180.210007,52.200001,30.83,78.040001
17/9/2019,48.958,45.130001,181.070007,51.950001,30.99,78.690002
18/9/2019,48.698002,45.040001,179.979996,51.740002,30.42,78.900002
19/9/2019,49.32,44.900002,176.940002,51.57,30.290001,78.230003
20/9/2019,48.124001,43.869999,172.690002,50.720001,30.049999,76.440002
23/9/2019,48.245998,44.07,174.839996,50.900002,30.639999,77.239998
24/9/2019,44.641998,44.119999,172.529999,49.82,29.52,75.230003
25/9/2019,45.740002,45.009998,178.229996,51.02,29.540001,77.260002
26/9/2019,48.512001,46.459999,177.339996,50.919998,29.469999,77.349998
27/9/2019,48.425999,45.509998,171.759995,50.779999,28.719999,76.629997
30/9/2019,48.174,46.48,174.070007,51.529999,28.99,76.279999
1/10/2019,48.938,47.189999,174,50.759998,28.76,75.470001
2/10/2019,48.625999,46.43,173.039993,49.389999,28.309999,73.989998
3/10/2019,46.605999,47.130001,181.309998,50.029999,28.68,75.730003
4/10/2019,46.285999,47.419998,181.970001,50.919998,29.01,77.489998
7/10/2019,47.543999,47.950001,184.330002,50.619999,28.93,76.339996
8/10/2019,48.009998,47.860001,177.229996,49.73,28.23,72.849998
9/10/2019,48.905998,48.68,180.710007,50.48,28.459999,74.349998
10/10/2019,48.948002,48.93,183.029999,51.110001,28.379999,74.970001
11/10/2019,49.577999,49.419998,185.990005,52.09,29.75,76.699997
14/10/2019,51.391998,49.91,186.529999,51.639999,30.530001,76.300003
15/10/2019,51.577999,50.389999,196.369995,52.650002,30.719999,77.82
16/10/2019,51.950001,50.130001,194.210007,52.450001,30.809999,78.230003
17/10/2019,52.394001,49.75,194.289993,51.860001,31.139999,78.970001
18/10/2019,51.389999,49.279999,190.490005,51.360001,30.969999,77.68
21/10/2019,50.700001,50,196.009995,52.130001,32.029999,78.980003
22/10/2019,51.116001,50.639999,195.610001,52.009998,31.51,78.470001
23/10/2019,50.936001,50.169998,195.089996,51.720001,31.360001,77.239998
24/10/2019,59.936001,50.950001,196.860001,52.23,31.719999,78.989998
25/10/2019,65.625999,51.130001,204.539993,56.459999,32.709999,80.169998
28/10/2019,65.542,51.310001,206.789993,56.759998,33.689999,83.050003
29/10/2019,63.243999,51.470001,202.919998,56.34,33.029999,81.660004
30/10/2019,63.001999,51.91,203,56.599998,33.130001,81.440002
31/10/2019,62.984001,51.630001,201.020004,56.529999,33.93,80.440002
1/11/2019,62.661999,52.099998,202.589996,56.509998,34.889999,83.580002
4/11/2019,63.493999,53.490002,210.5,57.610001,36.290001,85.089996
5/11/2019,63.444,53.549999,209.610001,57.549999,36.150002,85.459999
6/11/2019,65.316002,53.639999,207.630005,57.599998,35.93,84.629997
7/11/2019,67.108002,53.669998,208.339996,58.049999,36.279999,89.980003
8/11/2019,67.428001,52.830002,207.779999,58.27,36.290001,94.029999
11/11/2019,69.017998,52.599998,208.179993,58.349998,36.310001,91.839996
12/11/2019,69.986,52.150002,209.610001,58.200001,36.709999,90.970001
13/11/2019,69.222,52.880001,208.570007,57.889999,37.52,90.470001
14/11/2019,69.870003,52.48,209.789993,57.810001,38.349998,90.480003
15/11/2019,70.433998,53.290001,204.190002,57.959999,38.560001,90.809998
18/11/2019,69.998001,53.419998,212.279999,58.25,39.880001,90.480003
19/11/2019,71.903999,53.759998,207.990005,58.349998,41.290001,87.959999
20/11/2019,70.444,53.5,211.179993,57.900002,40.98,85.620003
21/11/2019,70.966003,52.98,210.179993,58.220001,39.52,85.110001
22/11/2019,66.608002,52.790001,210.889999,57.610001,39.150002,84.889999
25/11/2019,67.267998,53.759998,221.210007,58.810001,39.790001,85.290001
26/11/2019,65.783997,53.630001,217,58.900002,38.990002,84.629997
27/11/2019,66.258003,53.889999,218.240005,58.509998,39.41,84.800003
29/11/2019,65.987999,53.09,216.740005,58.049999,39.150002,83.550003
2/12/2019,66.973999,52.98,209.25,57.66,38.73,82.449997
3/12/2019,67.239998,52.779999,207.660004,56.07,38.900002,80.580002
4/12/2019,66.606003,53.18,209.419998,56.02,39.689999,82.080002
5/12/2019,66.073997,54.400002,208.740005,56.080002,39.619999,82.589996
6/12/2019,67.178001,54.939999,212.169998,56.810001,39.630001,83.82
9/12/2019,67.905998,54.459999,212.169998,56.529999,38.93,84.919998
10/12/2019,69.767998,54.52,213.979996,56.59,39.439999,84.120003
11/12/2019,70.540001,55.900002,217.339996,57.07,39.470001,86.989998
12/12/2019,71.935997,58.610001,224.070007,57.549999,42.59,89.050003
13/12/2019,71.678001,58.25,223.990005,57.790001,41.150002,87.830002
16/12/2019,76.300003,58.540001,225.149994,57.700001,42.349998,88.43
17/12/2019,75.797997,59.23,228.289993,57.299999,42.77,88.32
18/12/2019,78.629997,59.099998,229.509995,57.169998,42.299999,87.980003
19/12/2019,80.807999,57.959999,235.460007,57.959999,42.830002,88.489998
20/12/2019,81.117996,57.93,239.369995,58.950001,44.150002,88.849998
23/12/2019,83.844002,58.220001,238.820007,59.23,45.459999,88.449997
24/12/2019,85.050003,57.759998,238.619995,59.41,46.540001,88.769997
26/12/2019,86.188004,58.25,239.190002,59.82,46.630001,88.400002
27/12/2019,86.075996,58.459999,236.869995,60.080002,46.18,88.800003
30/12/2019,82.940002,57.849998,232.320007,59.619999,45.52,88.43
31/12/2019,83.666,58.099998,235.300003,59.849998,45.860001,88.230003
2/1/2020,86.052002,60.040001,239.910004,60.84,49.099998,88.690002
3/1/2020,88.601997,58.060001,236.070007,60.099998,48.599998,87.019997
6/1/2020,90.307999,57.389999,237.059998,59.93,48.389999,86.510002
7/1/2020,93.811996,58.32,239.929993,58.93,48.25,88.970001
8/1/2020,98.428001,58.75,240.380005,58.970001,47.830002,88.709999
9/1/2020,96.267998,59.23,243.020004,59.299999,48.970001,89.910004
10/1/2020,95.629997,58.860001,244.320007,58.939999,48.169998,90.260002
13/1/2020,104.972,60.060001,251.979996,59.59,48.75,90.970001
14/1/2020,107.584,60.32,247.279999,59.43,48.209999,90.559998
15/1/2020,103.699997,58.389999,245.570007,58.939999,48.549999,89.669998
16/1/2020,102.697998,58.75,248.929993,59.66,49.77,91.790001
17/1/2020,102.099998,58.580002,249.279999,59.599998,50.93,95.910004
21/1/2020,109.440002,58.240002,247.940002,60.549999,51.049999,94.540001
22/1/2020,113.912003,58.349998,250.110001,62.73,51.43,92.970001
23/1/2020,114.440002,57.48,252.860001,63.32,51.709999,92
24/1/2020,112.963997,57.73,250.479996,68.470001,50.349998,89.650002
27/1/2020,111.603996,55.259998,240.199997,65.690002,49.259998,87.050003
28/1/2020,113.379997,57.09,247.970001,67.309998,50.529999,89.150002
29/1/2020,116.197998,57.189999,245.539993,66.330002,47.509998,88.230003
30/1/2020,128.162003,55.799999,245.809998,66.470001,48.779999,87.779999
31/1/2020,130.113998,53.939999,236.429993,63.93,47,85.309998
3/2/2020,156,54.77,240.330002,64.419998,48.02,86.480003
4/2/2020,177.412003,57.52,247.130005,65.459999,49.450001,88.93
5/2/2020,146.940002,57.919998,250.759995,67.339996,49.84,90.910004
6/2/2020,149.792007,58.02,254.25,67.089996,49.32,90.610001
7/2/2020,149.613998,56.200001,251.589996,66.019997,49.73,87.419998
10/2/2020,154.255997,57.02,262.970001,66.389999,52.259998,88.599998
11/2/2020,154.876007,58.66,267.890015,67.410004,53.799999,90
12/2/2020,153.457993,59.630001,272.540009,67.459999,53.889999,91.720001
13/2/2020,160.800003,59.330002,270.779999,67.440002,54.529999,90.029999
14/2/2020,160.005997,58.189999,289.790009,67.269997,55.310001,89.599998
18/2/2020,171.679993,56.18,296.570007,66.139999,56.889999,88.029999
19/2/2020,183.483994,57.639999,314.700012,67.110001,58.900002,90.559998
20/2/2020,179.882004,56.48,308.700012,65.449997,57.27,89.470001
21/2/2020,180.199997,55.59,294.070007,64.339996,53.279999,87.029999
24/2/2020,166.757996,54.119999,273.279999,61.759998,49.119999,83.32
25/2/2020,159.981995,53.860001,262.049988,59.73,47.57,80.220001
26/2/2020,155.759995,55.029999,267.649994,59.650002,47.490002,79.660004
27/2/2020,135.800003,53.290001,252.600006,55.830002,44.009998,75.940002
28/2/2020,133.598007,53.84,270.070007,55.52,45.48,78.300003
2/3/2020,148.723999,55.98,276.429993,58.18,47.459999,80.559998
3/3/2020,149.102005,54.880001,265.890015,55.970001,46.75,78.559998
4/3/2020,149.899994,57.080002,284.51001,58.68,50.110001,81.800003
5/3/2020,144.908005,55.73,273.290009,56.959999,48.110001,79.169998
6/3/2020,140.695999,55.07,266.040009,55.77,48.59,77.470001
9/3/2020,121.599998,51.830002,245.440002,50.849998,43.27,72.639999
10/3/2020,129.065994,54.509998,261.079987,53.98,45.380001,78.889999
11/3/2020,126.846001,52.240002,246.470001,51.66,45.700001,74.620003
12/3/2020,112.110001,48.689999,216.309998,45.540001,39.009998,67.019997
13/3/2020,109.323997,52.23,240.839996,54.43,43.900002,75.809998
16/3/2020,89.014,44.900002,196.399994,44.610001,38.709999,64.480003
17/3/2020,86.040001,48.540001,217.270004,50.080002,41.880001,68.860001
18/3/2020,72.244003,44.369999,202.820007,47.610001,39.119999,61.189999
19/3/2020,85.528,43.889999,212.970001,45.939999,39.82,65
20/3/2020,85.505997,44.529999,205.75,45.830002,39.610001,60.91
23/3/2020,86.858002,45.259998,212.690002,49.580002,41.639999,62.529999
24/3/2020,101,48.869999,249.179993,52.400002,46.220001,65.459999
25/3/2020,107.849998,49,245.619995,51.259998,44.630001,63.080002
26/3/2020,105.632004,49.869999,257.23999,55.540001,47.5,68.980003
27/3/2020,102.872002,46.91,252.729996,52.369999,46.580002,66.589996
30/3/2020,100.426003,47.82,265.589996,55.490002,47.860001,69.029999
31/3/2020,104.800003,47.790001,263.600006,54.119999,45.48,67.650002
