Date,TWH
2020-11-28,87.9359
2020-11-29,86.3935
2020-11-30,84.4228
2020-12-01,86.8454
2020-12-02,85.8276
2020-12-03,87.547
2020-12-04,87.7746
2020-12-05,88.0021
2020-12-06,87.4127
2020-12-07,90.7231
2020-12-08,90.0073
2020-12-09,90.7231
2020-12-10,88.3074
2020-12-11,87.7706
2020-12-12,86.6969
2020-12-13,88.4659
2020-12-14,87.6887
2020-12-15,87.0124
2020-12-16,87.0451
2020-12-17,86.6622
2020-12-18,88.1323
2020-12-19,90.2272
2020-12-20,89.5793
2020-12-21,89.1536
2020-12-22,89.7927
2020-12-23,91.3052
2020-12-24,91.4962
2020-12-25,90.8995
2020-12-26,89.5722
2020-12-27,90.0349
2020-12-28,92.8096
2020-12-29,94.2059
2020-12-30,96.3414
2020-12-31,100.666
2021-01-01,101.594
2021-01-02,103.356
2021-01-03,105.028
2021-01-04,106.923
2021-01-05,108.007
2021-01-06,109.168
2021-01-07,109.805
2021-01-08,110.103
2021-01-09,109.944
2021-01-10,111.717
2021-01-11,111.486
2021-01-12,112.167
2021-01-13,111.328
2021-01-14,110.827
2021-01-15,113.144
2021-01-16,114.863
2021-01-17,112.05
2021-01-18,111.077
2021-01-19,111.185
2021-01-20,109.995
2021-01-21,108.049
2021-01-22,106.534
2021-01-23,107.619
2021-01-24,108.426
2021-01-25,108.044
2021-01-26,109.524
2021-01-27,109.793
2021-01-28,111.688
2021-01-29,113.05
2021-01-30,110.93
2021-01-31,111.477
2021-02-01,109.182
2021-02-02,108.212
2021-02-03,108.992
2021-02-04,110.531
2021-02-05,112.283
2021-02-06,115.179
2021-02-07,116.89
2021-02-08,122.004
2021-02-09,121.374
2021-02-10,121.069
2021-02-11,118.111
2021-02-12,115.63
2021-02-13,115.432
2021-02-14,114.537
2021-02-15,113.419
2021-02-16,110.958
2021-02-17,110.809
2021-02-18,112.514
2021-02-19,114.674
2021-02-20,115
2021-02-21,115.721
2021-02-22,115.013
2021-02-23,117.038
2021-02-24,120.671
2021-02-25,123.65
2021-02-26,122.636
2021-02-27,123.983
2021-02-28,122.758
2021-03-01,122.391
2021-03-02,124.351
2021-03-03,123.493
2021-03-04,120.063
2021-03-05,121.288
2021-03-06,119.979
2021-03-07,121.134
2021-03-08,123.473
2021-03-09,122.451
2021-03-10,121.387
2021-03-11,121.672
2021-03-12,121.561
2021-03-13,120.933
2021-03-14,122.718
2021-03-15,122.355
2021-03-16,123.88
2021-03-17,122.772
2021-03-18,125.191
2021-03-19,125.024
2021-03-20,126.717
2021-03-21,126.963
2021-03-22,127.682
2021-03-23,129.512
2021-03-24,131.805
2021-03-25,132.409
2021-03-26,131.203
2021-03-27,131.819
2021-03-28,132.189
2021-03-29,132.189
2021-03-30,130.339
2021-03-31,130.956
2021-04-01,129.846
2021-04-02,131.322
2021-04-03,128.809
2021-04-04,128.253
2021-04-05,129.989
2021-04-06,130.775
2021-04-07,131.901
2021-04-08,131.506
2021-04-09,133.093
2021-04-10,136.486
2021-04-11,136.355
2021-04-12,134.789
2021-04-13,134.528
2021-04-14,131.658
2021-04-15,136.706
2021-04-16,130.571
2021-04-17,122.187
2021-04-18,119.758
2021-04-19,113.868
2021-04-20,112.362
2021-04-21,108.179
2021-04-22,104.663
2021-04-23,108.919
2021-04-24,116.101
2021-04-25,118.361
2021-04-26,120.622
2021-04-27,122.484
2021-04-28,127.937
2021-04-29,125.144
2021-04-30,126.474
2021-05-01,125.139
2021-05-02,127.927
2021-05-03,133.374
2021-05-04,135.563
2021-05-05,134.957
2021-05-06,138.525
2021-05-07,139.267
2021-05-08,141.227
2021-05-09,141.344
2021-05-10,141.693
2021-05-11,140.645
2021-05-12,142.392
2021-05-13,143.851
2021-05-14,142.786
2021-05-15,140.281
2021-05-16,137.303
2021-05-17,133.467
2021-05-18,127.232
2021-05-19,124.444
2021-05-20,117.873
2021-05-21,113.33
2021-05-22,111.131
2021-05-23,108.051
2021-05-24,107.446
2021-05-25,109.778
2021-05-26,108.532
2021-05-27,109.188
2021-05-28,110.367
2021-05-29,110.367
2021-05-30,110.652
2021-05-31,109.667
2021-06-01,109.186
2021-06-02,111.253
2021-06-03,111.908
2021-06-04,110.56
2021-06-05,109.606
2021-06-06,110.041
2021-06-07,108.978
2021-06-08,109.546
2021-06-09,105.195
2021-06-10,102.04
2021-06-11,99.2114
2021-06-12,99.3202
2021-06-13,97.1892
2021-06-14,96.6288
2021-06-15,93.9158
2021-06-16,92.8807
2021-06-17,93.437
2021-06-18,94.7893
2021-06-19,91.041
2021-06-20,87.6716
2021-06-21,84.581
2021-06-22,80.4601
2021-06-23,78.1936
2021-06-24,75.6181
2021-06-25,74.1758
2021-06-26,72.7335
2021-06-27,67.8914
2021-06-28,66.1401
2021-06-29,66.037
